Title,Price,Stock,URL
ASUS PROART Z890-CREATOR WIFI BRAND NEW GAMING MOTHERBOARD ( 03 years warranty ),"Rs:224,500.00or 3 XRs:83,813.33with",In Stock,https://mdcomputers.lk/product/asus-proart-z890-creator-wifi-brand-new-gaming-motherboard-03-years-warranty/
ASUS ROG STRIX G15 – G512 – INTEL CORE I7 10TH GEN – DDR4 8GB RAM – 256GB NVME SSD – GTX 1650TI 4GB VGA USED LAPTOP,"Rs:225,000.00Rs:250,000.00or 3 XRs:84,000.00with",In Stock,https://mdcomputers.lk/product/asus-rog-strix-g512-intel-core-i7-10th-gen-ddr4-8gb-ram-256gb-nvme-ssd-gtx-1650ti-4gb-vga-used-laptop/
ASUS VIVOBOOK X1504VA – INTEL CORE 5 120U 16GB RAM 512GB NVME SSD BRAND NEW LAPTOP ( Open Box ),"Rs:227,000.00or 3 XRs:84,746.67with",In Stock,https://mdcomputers.lk/product/asus-vivobook-x1504va-intel-core-5-120u-16gb-ram-512gb-nvme-ssd-brand-new-laptop-open-box/
HP 255R G10 RYZEN 5 7535U – 16GB RAM – 512GB NVME SSD BRAND NEW LAPTOP,"Rs:229,000.00Rs:235,000.00or 3 XRs:85,493.33with",In Stock,https://mdcomputers.lk/product/hp-255-g10-notebook-ryzen-7-7730u-16gb-ram-512gb-nvme-ssd-brand-new-laptop/
ASUS EXPERTBOOK B1503CVA CORE 5-120U /8GB RAM / 512GB NVME SSD BRAND NEW LAPTOP,"Rs:229,000.00Rs:247,000.00or 3 XRs:85,493.33with",In Stock,https://mdcomputers.lk/product/asus-expertbook-b1503cva-core-5-120u-8gb-ram-512gb-nvme-ssd-brand-new-laptop/
HP 15 – FD0250WM ULTRA 5 – 225U  – DDR5 8GB RAM – 512GB NVME SSD – 15.6” BRAND NEW LAPTOP,"Rs:229,000.00Rs:239,000.00or 3 XRs:85,493.33with",In Stock,https://mdcomputers.lk/product/hp-15-fd0250wm-ultra-5-225u-ddr5-8gb-ram-512gb-nvme-ssd-15-6-brand-new-laptop/
Apple MacBook Pro A2141 – i9 + 64GB RAM / 512GB SSD,"Rs:229,990.00Rs:250,000.00or 3 XRs:85,862.93with",In Stock,https://mdcomputers.lk/product/apple-macbook-pro-i9-64gb-ram-512gb-ssd-brand-new-conditon/
MSI MODERN 15 F1MG – INTEL CORE 5-120U / 8GB RAM / 512GB NVME SSD BRAND NEW LAPTOP,"Rs:230,000.00Rs:240,000.00or 3 XRs:85,866.67with",In Stock,https://mdcomputers.lk/product/msi-modern-15-f1mg-intel-core-5-120u-8gb-ram-512gb-nvme-ssd-brand-new-laptop/
PS5 SLIM DIGITAL EDITION CONSOLE,"Rs:239,000.00Rs:269,000.00or 3 XRs:89,226.67with",In Stock,https://mdcomputers.lk/product/ps5-slim-digital-edition-console/
APPLE IPHONE 15 PROMAX USED MOBILE PHONE – 256GB,"Rs:250,000.00Rs:253,000.00or 3 XRs:93,333.33with",In Stock,https://mdcomputers.lk/product/apple-iphone-15-promax-used-mobile-phone-sl/
ASUS VIVOBOOK X1504VAP – INTEL CORE 7 150U / 8GB RAM / 512GB SSD / 15.6” INCH DISPLAY WITH BRAND NEW LAPTOP,"Rs:250,000.00Rs:259,000.00or 3 XRs:93,333.33with",In Stock,https://mdcomputers.lk/product/asus-vivobook-x1504vap-intel-core-7-150u-8gb-ram-512gb-ssd-15-6-inch-display-with-brand-new-laptop/
APPLE AIR M4 11 – INCH BRAND NEW IPAD,"Rs:253,500.00or 3 XRs:94,640.00with",In Stock,https://mdcomputers.lk/product/apple-air-m4-11-inch-brand-new-ipad/
APPLE NEO A18 PRO CHIP 8GB RAM 256GB SSD 13 INCH BRAND NEW MACBOOK,"Rs:264,000.00or 3 XRs:98,560.00with",In Stock,https://mdcomputers.lk/product/apple-neo-a18-chip-8gb-ram-256gb-ssd-13-inch-brand-new-macbook-2/
ASUS ROG STRIX XG279Q 27 INCH 2K QHD IPS ABOVE 144Hz BRAND NEW GAMING MONITOR ( 03 years warranty ),"Rs:264,000.00or 3 XRs:98,560.00with",In Stock,https://mdcomputers.lk/product/asus-rog-strix-xg279q-27-inch-2k-qhd-ips-above-144hz-brand-new-gaming-monitor-03-years-warranty/
ASUS VIVOBOOK X1504VAP – CORE 7 150U – 16GB RAM – 512GB SSD – 15.6” BRAND NEW LAPTOP,"Rs:269,000.00Rs:288,000.00or 3 XRs:100,426.67with",In Stock,https://mdcomputers.lk/product/asus-vivobook-x1504va-core-7-150u-16gb-ram-512gb-ssd-15-6-brand-new-laptop/
MSI GEFORCE RTX 5060TI VENTUS 2X OC PLUS 16GB GDDR7X GRAPHICS CARD (3 YEARS WARRANTY),"Rs:270,000.00Rs:279,000.00or 3 XRs:100,800.00with",In Stock,https://mdcomputers.lk/product/msi-rtx-5060ti-ventus-2x-plus-oc-16gb-vga-card/
INTEL CORE I3 12TH GEN ASUS RTX3050 6GB GRAPHICS CARD BRAND NEW GAMING PC,"Rs:271,000.00or 3 XRs:101,173.33with",In Stock,https://mdcomputers.lk/product/core-i5-14th-gen-gaming-pc-with-pny-geforce-rtx-4060ti-8gb-brand-new-vga/
INTEL CORE I3 13TH GEN MSI RTX3050 6GB GRAPHICS CARD WITH BRAND NEW GAMING PC,"Rs:272,500.00or 3 XRs:101,733.33with",In Stock,https://mdcomputers.lk/product/intel-core-i5-12th-gen-gaming-pc-build/
ASUS ROG MAXIMUS Z890 HERO DDR5 BRAND NEW MOTHERBOARD ( 03 years warranty ),"Rs:275,000.00or 3 XRs:102,666.67with",In Stock,https://mdcomputers.lk/product/asus-rog-maximus-z890-hero-brand-new-motherboard-03-years-warranty/
MSI GEFORCE RTX4070 SUPER VENTUS 2X 12GB GDDR6X BRAND NEW GRAPHICS CARD ( 3 years warranty ),"Rs:285,000.00Rs:335,000.00or 3 XRs:106,400.00with",In Stock,https://mdcomputers.lk/product/msi-geforce-rtx-4070-ti-super-gaming-x-16gb/
APPLE IPHONE 16 PRO USED MOBILE PHONE- 256GB,"Rs:292,000.00Rs:298,000.00or 3 XRs:109,013.33with",In Stock,https://mdcomputers.lk/product/apple-iphone-16-pro-used-mobile-phone-256gb/
INTEL CORE I5 12TH GEN RTX3050 8GB GRAPHICS CARD WITH BRAND NEW GAMING PC,"Rs:297,000.00or 3 XRs:110,880.00with",In Stock,https://mdcomputers.lk/product/core-i5-14th-gen-gaming-pc-with-msi-geforce-rtx-3060-ventus-2x-oc-12gb-graphics-card/
APPLE NEO A18 PRO CHIP 8GB RAM 512GB SSD 13 INCH BRAND NEW MACBOOK,"Rs:299,000.00or 3 XRs:111,626.67with",In Stock,https://mdcomputers.lk/product/apple-neo-a18-pro-chip-8gb-ram-512gb-ssd-13-inch-brand-new-macbook/
APPLE NEO A18 PRO CHIP 8GB RAM 512GB SSD 13 INCH BRAND NEW MACBOOK,"Rs:299,000.00or 3 XRs:111,626.67with",In Stock,https://mdcomputers.lk/product/apple-neo-a18-pro-chip-8gb-ram-512gb-ssd-13-inch-brand-new-macbook-2/
APPLE IPHONE 16 PROMAX USED MOBILE PHONE – 256GB,"Rs:305,000.00Rs:308,000.00or 3 XRs:113,866.67with",In Stock,https://mdcomputers.lk/product/apple-iphone-16-promax-used-mobile-phone/
HP OMNIBOOK X FLIP 14-FM0013DX ULTRA 5 – 226V – 16GB RAM – 512GB SSD BRAND NEW LAPTOP,"Rs:321,000.00Rs:342,000.00or 3 XRs:119,840.00with",In Stock,https://mdcomputers.lk/product/hp-omnibook-x-flip-14-fm0013dx-ultra-5-226v-16gb-ram-512gb-ssd-brand-new-laptop/
HP VICTUS 15-FA2013DX CORE I5 13TH GEN / RTX 3050 6GB VGA / 8GB RAM / 512GB NVME SSD BRAND NEW GAMING LAPTOP,"Rs:325,000.00or 3 XRs:121,333.33with",In Stock,https://mdcomputers.lk/product/hp-victus-15-fa2013dx-cotr-i5-13th-gen-rtx-3050-6gb-vga-8gb-ram-512gb-nvme-ssd-brand-new-gaming-laptop/
APPLE IPHONE 16 PRO MAX USED MOBILE PHONE -512GB,"Rs:330,000.00Rs:345,000.00or 3 XRs:123,200.00with",In Stock,https://mdcomputers.lk/product/apple-iphone-16-pro-max-used-mobile-phone-512gb/
AMD RYZEN 5 5600X MSI RTX5050 8GB GRAPHICS CARD WITH BRAND NEW GAMING PC,"Rs:333,000.00or 3 XRs:124,320.00with",In Stock,https://mdcomputers.lk/product/ryzen-5-5600gt-gaming-pc-with-msi-rtx3060-12gb-graphics-card/
INTEL CORE I5 14TH GEN RTX3050 6GB GRHAPIC CARD WITH BRAND NEW GAMING PC,"Rs:351,000.00or 3 XRs:131,040.00with",In Stock,https://mdcomputers.lk/product/intel-core-i5-14th-gen-gaming-pc-build/
ACER ASPIRE 7 A715 CORE I7 – 13TH GEN / 16GB RAM / 512GB NVME SSD / RTX3050 6GB VGA BRAND NEW GAMING LAPTOP,"Rs:368,000.00or 3 XRs:137,386.67with",In Stock,https://mdcomputers.lk/product/acer-aspire-7-a715-core-i7-13th-gen-16gb-ram-512gb-nvme-ssd-rtx3050-6gb-vga-brand-new-gaming-laptop/
ASUS TUF RYZEN 7 7445HS -16GB RAM – 512GB NVME SSD – RTX 3050 4GB VGA BRAND NEW GAMING LAPTOP,"Rs:369,000.00or 3 XRs:137,760.00with",In Stock,https://mdcomputers.lk/product/asus-tuf-a15-ryzen-7-7445hx-16gb-ram-512gb-nvme-ssd-rtx-3050-4gb-graphics-brand-new-gaming-laptop/
ASUS TUF GAMING FX607VJ – BB53-CB  CORE 5 210H / 16GB RAM / 512GB NVME SSD / RTX3050 6GB VGA BRAND NEW GAMING LAPTOP,"Rs:369,000.00or 3 XRs:137,760.00with",In Stock,https://mdcomputers.lk/product/asus-tuf-gaming-fx607vj-rl184-ultra-5-210h-16gb-ram-512gb-nvme-ssd-rtx3050-6gb-vga-brand-new-gaming-laptop/
LENOVO LOQ 15ARP10E  RYZEN 7 170 – 16GB RAM – 512GB SSD -RTX3050 6GB VGA BRAND NEW LAPTOP,"Rs:370,000.00or 3 XRs:138,133.33with",In Stock,https://mdcomputers.lk/product/lenovo-loq-15arp10e-ryzen-7-170-16gb-ram-512gb-ssd-rtx3050-6gb-vga-brand-new-laptop/
MSI THIN 15  INTEL CORE I5 13TH GEN (13420H ) – 16GB RAM – 512GB NVME – RTX4050 6GB -BRAND NEW GAMING LAPTOP,"Rs:375,000.00or 3 XRs:140,000.00with",In Stock,https://mdcomputers.lk/product/msi-thin-15-core-intel-core-i5-13th-gen-13420h-16gb-ram-512gb-nvme-rtx4060-8gb-brand-new-gaming-laptop/
MSI CYBORG 15 -INTEL CORE I5 13TH GEN / 16GB RAM / 512GB NVME SSD / RTX4050 6GB GRAPHICS CARD WITH BRAND NEW GAMING LAPTOP,"Rs:392,000.00or 3 XRs:146,346.67with",In Stock,https://mdcomputers.lk/product/msi-cyborg-15-intel-core-i5-13th-gen-16gb-ram-512gb-nvme-ssd-rtx4050-6gb-graphics-card-with-brand-new-gaming-laptop/
"ASUS ROG STRIX XG49VQ 49 INCH CURVED SUPER ULTRA-WIDE HDR (3840 x 1080), 144Hz GAMING MONITOR ( 03 YEARS WARRANTY )","Rs:395,000.00or 3 XRs:147,466.67with",In Stock,https://mdcomputers.lk/product/asus-rog-strix-xg49vq-49-inch-curved-super-ultra-wide-hdr-3840-x-1080-144hz-gaming-monitor-03-years-warranty/
AMD RYZEN 5 8400F MSI RTX5050 8GB GRAPHICS CARD WITH BRAND NEW GAMING PC,"Rs:400,000.00or 3 XRs:149,333.33with",In Stock,https://mdcomputers.lk/product/amd-ryzen-5-brand-new-gaming-pc/
LENOVO LOQ 15AHP10 – AMD RYZEN 5 220 / 16GB RAM / 512GB NVME SSD / RTX5050 8GB GRAPHICS CARD WITH BRAND NEW GAMING LAPTOP,"Rs:425,000.00or 3 XRs:158,666.67with",In Stock,https://mdcomputers.lk/product/lenovo-loq-15ahp10-ryzen-5-220-ddr5-16gb-ram-512gb-nvme-ssd-rtx5050-8gb-vga-brand-new-gaming-laptop/
ACRE NITRO V15 ANV15-52-57BB – INTEL CORE I5 13TH GEN / 16GB RAM / 512GB NVMESSD / RTX 5050 8GB GRAPHICS CARD GAMING LAPTOP,"Rs:425,000.00or 3 XRs:158,666.67with",In Stock,https://mdcomputers.lk/product/acre-nitro-v15-anv15-52-57bb-intel-core-i5-13th-gen-16gb-ram-512gb-nvmessd-rtx-5050-8gb-graphics-card-gaming-laptop/
ASUS TUF A16 RYZEN 7 170 – 16GB RAM – 512GB NVME SSD – RTX4050 6GB VGA BRAND NEW GAMING LAPTOP,"Rs:435,000.00or 3 XRs:162,400.00with",In Stock,https://mdcomputers.lk/product/asus-tuf-a16-ryzen-7-170-16gb-ram-512gb-nvme-ssd-rtx4050-6gb-vga-brand-new-gaming-laptop/
APPLE IPHONE 17 PRO 256GB BRAND NEW MOBILE PHONE,"Rs:444,000.00Rs:447,000.00or 3 XRs:165,760.00with",In Stock,https://mdcomputers.lk/product/apple-iphone-17-pro-256gb-brand-new-mobile-phone/
ASUS TUF A16 FA607NUG RYZEN 7 7445HS – 16GB RAM – 512GB NVME SSD – RTX 4050 6GB BRAND NEW LAPTOP,"Rs:455,000.00or 3 XRs:169,866.67with",In Stock,https://mdcomputers.lk/product/asus-tuf-a16-fa607nug-ryzen-7-7445hs-16gb-ram-512gb-nvme-ssd-nvidia-geforce-rtx-4050-6gb-graphic-card/
ACER NITRO LITE 16-71G-76SE / INTEL CORE I7-13620H / 16GB / 512GB NVME SSD / RTX4050 6GB GRAPHICS CARD BRAND NEW GAMING LAPTOP,"Rs:455,000.00or 3 XRs:169,866.67with",In Stock,https://mdcomputers.lk/product/acer-nitro-lite-16-71g-76se-intel-core-i7-13620h-16gb-512gb-nvme-ssd-rtx4050-6gb-graphics-card-brand-new-gaming-laptop/
PS5 PRO 2TB – CFI 7121,"Rs:458,000.00Rs:499,000.00or 3 XRs:170,986.67with",In Stock,https://mdcomputers.lk/product/playstation-5-pro-2tb-cfi-7121-2025/
MSI CYBORG 15 – INTEL CORE I7 13TH GEN / DDR5 16GB RAM / 512GB NVME SSD / RTX5060 8GB VGA BRAND NEW GAMING LAPTOP,"Rs:473,000.00or 3 XRs:176,586.67with",In Stock,https://mdcomputers.lk/product/msi-cyborg-15-intel-core-i7-13th-gen-ddr5-16gb-ram-512gb-nvme-ssd-rtx5060-8gb-vga-brand-new-gaming-laptop/
APPLE IPHONE 17 PRO MAX 256GB BRAND NEW MOBILE PHONE,"Rs:476,000.00Rs:510,000.00or 3 XRs:177,706.67with",In Stock,https://mdcomputers.lk/product/apple-iphone-17-pro-max-256gb-brand-new-mobile-phone/
HP VICTUS 15 – FA2095NW  CORE 7 240H -16GB RAM – 512GB NVME SSD – RTX5060 8GB VGA –  BRAND NEW GAMING LAPTOP,"Rs:487,000.00or 3 XRs:181,813.33with",In Stock,https://mdcomputers.lk/product/hp-victus-15-fa2095nw-core-7-240h-16gb-ram-512gb-nvme-ssd-rtx5060-8gb-vga-brand-new-gaming-laptop/
MSI KATANA 15HX CORE I7 – 14TH GEN – 16GB RAM – 512GB SSD – RTX5060 8GB VGA BRAND NEW GAMING LAPTOP,"Rs:509,000.00or 3 XRs:190,026.67with",In Stock,https://mdcomputers.lk/product/msi-katana-15hx-core-i7-14th-gen-16gb-ram-512gb-ssd-rtx4050-6gb-vga-brand-new-gaming-laptop/
APPLE AIR M5 16GB RAM 512GB SSD 13 INCH BRAND NEW MACBOOK,"Rs:521,000.00Rs:550,000.00or 3 XRs:194,506.67with",In Stock,https://mdcomputers.lk/product/apple-air-m5-16gb-ram-512gb-ssd-13-inch-brand-new-macbook/
SAMSUNG LS49DG930SEXXS 49 INCH ODYSSEY OLED G9 (G93SD) DUAL QHD 240Hz CURVED BRAND NEW GAMING MONITOR,"Rs:529,000.00Rs:562,000.00or 3 XRs:197,493.33with",In Stock,https://mdcomputers.lk/product/samsung-ls49dg930sexxs-49-inch-odyssey-oled-g9-g93sd-dual-qhd-240hz-curved-brand-new-gaming-monitor/
ASUS TUF GAMING FA608UM – R1765W RYZEN  7 260 – 16GB RAM – 512GB NVME SSD – NVIDIA GEFORCE RTX5060 8GB BRAND NEW GAMING LAPTOP,"Rs:558,000.00or 3 XRs:208,320.00with",In Stock,https://mdcomputers.lk/product/asus-tuf-gaming-fa608um-r1765w-ryzen-7-260-16gb-ram-512gb-nvme-ssd-nvidia-geforce-rtx5060-8gb-brand-new-gaming-laptop/
LENOVO LEGION 5 16RX9 INTEL CORE I9 14TH GEN 32GB RAM 1TB NEME RTX4060 8GB GRAPHICS CARD BRAND NEW ( OPEN BOX ) GAMING LAPTOP,"Rs:595,000.00Rs:625,000.00or 3 XRs:222,133.33with",In Stock,https://mdcomputers.lk/product/lenovo-legion-5-16rx9-intel-core-i9-14th-gen-14900hx-32gb-ram-1tb-neme-rtx4060-8gb-brand-new-gaming-laptop/
MSI KATANA 15 INTEL CORE I7 14TH GEN ( 14650HX ) DDR5 16GB RAM / 1TB NVME SSD / RTX5070 8GB VGA BRAND NEW GAMING LAPTOP,"Rs:605,000.00or 3 XRs:225,866.67with",In Stock,https://mdcomputers.lk/product/msi-katana-15-intel-core-i7-14th-gen-14650hx-ddr5-16gb-ram-1tb-nvme-ssd-rtx5070-8gb-vga-brand-new-gaming-laptop/
ASUS ROG STRIX CORE I7 14650HX – RTX 5060 8GB -16GB RAM – 1TB NVME -BRAND NEW GAMING LAPTOP,"Rs:615,000.00or 3 XRs:229,600.00with",In Stock,https://mdcomputers.lk/product/asus-rog-strix-g16-core-i7-14650hx-rtx-5060-8gb-16gb-ram-1tb-nvme-brand-new-gaming-laptop/
ASUS TUF F16 ( FX608JPR-WH74 ) INTEL CORE I7 14TH GEN /16GB RAM / 1TB NVME / RTX5070 8GB GRAPHICS CARD BRAND NEW GAMING LAPTOP,"Rs:617,000.00or 3 XRs:230,346.67with",In Stock,https://mdcomputers.lk/product/asus-tuf-f16-fx608jpr-wh74-intec-core-i7-14th-gen-16gb-ram-1tb-nvme-rtx5070-8gb-graphics-card-brand-new-gaming-laptop/
ASUS ROG STRIX G16 RYZEN 9 – 8940HX / 16GB RAM / 1TB SSD / RTX5070 8GB VGA BRAND NEW GAMING LAPTOP,"Rs:720,000.00Rs:759,000.00or 3 XRs:268,800.00with",In Stock,https://mdcomputers.lk/product/asus-rog-strix-g16-ryzen-9-8940hx-16gb-ram-1tb-ssd-rtx5070-8gb-brand-new-gaming-laptop/
APPLE MACBOOK PRO M5 PRO 24GB RAM 1TB SSD 14 INCH BRAND NEW,"Rs:955,000.00Rs:998,000.00or 3 XRs:356,533.33with",In Stock,https://mdcomputers.lk/product/apple-macbook-pro-m5-pro-24gb-ram-1tb-ssd-14-inch-brand-new/
Sonicgear Speaker Sonicube,"Rs:1,800.00or 3 XRs:672.00with",Out of Stock,https://mdcomputers.lk/product/sonicgear-speaker-sonicube/
CONTROLLER,"Rs:2,000.00or 3 XRs:746.67with",Out of Stock,https://mdcomputers.lk/product/controller/
FANTECH SHOOTER II WGP13 WIRELESS CONTROLLER,"Rs:9,500.00or 3 XRs:3,546.67with",Out of Stock,https://mdcomputers.lk/product/fantech-shooter-ii-wgp13-wireless-controller/
Zima 2.1 Bluetooth Multimedia Subwoofer ZM-2160 USB AUX Speaker Home PC Laptop Sub Woofer,"Rs:11,500.00or 3 XRs:4,293.33with",Out of Stock,https://mdcomputers.lk/product/zima-2-1-bluetooth-multimedia-subwoofer-zm-2160-usb-aux-speaker-home-pc-laptop-sub-woofer/
XEROX 3020 PHASER WIFI MONO LASER PRINTER,"Rs:35,000.00Rs:42,000.00or 3 XRs:13,066.67with",Out of Stock,https://mdcomputers.lk/product/xerox-phaser-wifi-mono-laser-printer/
ID TO 6 PIN CONVERTERS.,Rs:350.00or 3 XRs:130.67with,Out of Stock,https://mdcomputers.lk/product/id-to-6-pin-converters/
DVI TO VGA CONVERTERS,Rs:400.00or 3 XRs:149.33with,Out of Stock,https://mdcomputers.lk/product/dvi-to-vga/
JEDEL 220 USB BRAND NEW MOUSE,Rs:500.00Rs:700.00or 3 XRs:186.67with,Out of Stock,https://mdcomputers.lk/product/jedel-220-usb-mouse/
LKSM – X88 GAMING MOUSE PAD,Rs:500.00or 3 XRs:186.67with,Out of Stock,https://mdcomputers.lk/product/lksm-x88-gaming-mouse-pad/
MEETION PD015 GAMING MOUSE PAD,Rs:550.00or 3 XRs:205.33with,Out of Stock,https://mdcomputers.lk/product/meetion-pd015-gaming-mouse-pad/
VGA Y CABLE.,Rs:700.00or 3 XRs:261.33with,Out of Stock,https://mdcomputers.lk/product/vga-y-cable/
Bluetooth Receiver Wireless Music Bluetooth Music Receiver,Rs:700.00or 3 XRs:261.33with,Out of Stock,https://mdcomputers.lk/product/bluetooth-receiver-wireless-music-bluetooth-music-receiver/
JEDEL 230+ BRAND NEW MOUSE,Rs:800.00or 3 XRs:298.67with,Out of Stock,https://mdcomputers.lk/product/jedel-230-brand-new-mouse/
775 intel cooler for Desktop computer,Rs:900.00or 3 XRs:336.00with,Available / Check Site,https://mdcomputers.lk/product/775-intel-cooler-for-desktop-computer/
DELL USED BRANDED MOUSE,Rs:900.00or 3 XRs:336.00with,Out of Stock,https://mdcomputers.lk/product/hp-used-branded-mouse/
DELL ORGINAL KEYBOARD USED,"Rs:1,000.00or 3 XRs:373.33with",Out of Stock,https://mdcomputers.lk/product/branded-used-keyboard-dell-hp-lenovo/
PRODOT PLH- 232 TONER CARTRIDGE REPLACES,"Rs:1,000.00or 3 XRs:373.33with",Out of Stock,https://mdcomputers.lk/product/prodot-plh-232-toner-cartridge-replaces/
PRODOT PLH-219 Laser Toner Cartridge,"Rs:1,000.00or 3 XRs:373.33with",Out of Stock,https://mdcomputers.lk/product/prodot-plh-219-laser-toner-cartridge/
PRODOT PLH-230 LESAR TORNE CARTRIDGE,"Rs:1,000.00or 3 XRs:373.33with",Out of Stock,https://mdcomputers.lk/product/prodot-plh-230-lesar-torne-cartridge/
2M ALUMINIUM CAT6 CABLE,"Rs:1,000.00or 3 XRs:373.33with",Out of Stock,https://mdcomputers.lk/product/network-cable-2m/
TYPE C TO SATA LAPTOP HDD CABLE,"Rs:1,000.00or 3 XRs:373.33with",Out of Stock,https://mdcomputers.lk/product/type-c-to-sata-laptop-hdd-cable/
MINI HDMI TO HDMI CONVERTER,"Rs:1,000.00or 3 XRs:373.33with",Out of Stock,https://mdcomputers.lk/product/mini-hdmi-to-hdmi-converter/
JEQANG JM-318 GAMING WIRED MOUSE,"Rs:1,100.00or 3 XRs:410.67with",Out of Stock,https://mdcomputers.lk/product/jeqang-jm-318-gaming-wired-mouse/
100 Mbps 1 USB 2.0 Ethernet Adapter,"Rs:1,200.00or 3 XRs:448.00with",Out of Stock,https://mdcomputers.lk/product/100-mbps-1-usb-2-0-ethernet-adapter/
JEDEL CK4 USB MINI SPEAKER,"Rs:1,200.00or 3 XRs:448.00with",Out of Stock,https://mdcomputers.lk/product/ck4-2-0-speaker/
PRODOT WIRELESS BRAND NEW MOUSE,"Rs:1,200.00or 3 XRs:448.00with",Out of Stock,https://mdcomputers.lk/product/prodot-wireless-mouse/
MEMORY GHOST 8GB BRAND NEW PEN DRIVE,"Rs:1,200.00or 3 XRs:448.00with",Out of Stock,https://mdcomputers.lk/product/memory-ghost-8gb-brand-new-pen-drive/
MULTI COLOUR CASING FAN,"Rs:1,200.00Rs:1,500.00or 3 XRs:448.00with",Out of Stock,https://mdcomputers.lk/product/multi-colur-casing-fan/
JEDEL W690 WIRELESS MOUSE,"Rs:1,200.00or 3 XRs:448.00with",Out of Stock,https://mdcomputers.lk/product/jedel-w690-wireless-mouse/
JEQANG JM-600 GLOWING WIRED BRAND NEW MOUSE,"Rs:1,300.00or 3 XRs:485.33with",Out of Stock,https://mdcomputers.lk/product/jeqang-jm-600-glowing-wired-brand-new-mouse/
OSCOO 8GB BRAND NEW USB PEN DRIVE ( 02 y ),"Rs:1,300.00or 3 XRs:485.33with",Out of Stock,https://mdcomputers.lk/product/play-8gb-brand-new-usb-pen-drive-03-y/
AMIDA EPSON T6641 BLACK CARTRIDGE,"Rs:1,350.00or 3 XRs:504.00with",Out of Stock,https://mdcomputers.lk/product/amida-epson-t6641-black-cartridge/
JEDEL GM691 DPI WIRED GAMING MOUSE,"Rs:1,400.00or 3 XRs:522.67with",Out of Stock,https://mdcomputers.lk/product/jedel-gm691-dpi-wired-gaming-mouse/
SATA DVD-ROM Drive,"Rs:1,500.00or 3 XRs:560.00with",Out of Stock,https://mdcomputers.lk/product/sata-dvd-rom-drive/
202 4 Port USB Hub 2.0,"Rs:1,500.00or 3 XRs:560.00with",Out of Stock,https://mdcomputers.lk/product/202-4-port-usb-hub-2-0/
K1000 MINI WIRED USB BRAND NEW KEYBOAD,"Rs:1,500.00Rs:2,000.00or 3 XRs:560.00with",Out of Stock,https://mdcomputers.lk/product/k1000-mini-wired-usb-keyboard-for-computer/
1155 BRAND NEW COOLER,"Rs:1,500.00or 3 XRs:560.00with",Out of Stock,https://mdcomputers.lk/product/1155-brand-new-cooler/
NOTEBOOK V19 COOLING PAD,"Rs:1,500.00or 3 XRs:560.00with",Out of Stock,https://mdcomputers.lk/product/notebook-v19-cooling-pad/
JEQANG JM-813 WIRED USB COLOURFUL BACK LIGHT STYLISH GAME MOUSE,"Rs:1,500.00or 3 XRs:560.00with",Out of Stock,https://mdcomputers.lk/product/jeqang-jm-813-wired-usb-colourful-back-light-stylish-game-mouse/
JEDEL S-553 USB COLOURFUL LIGHTING SPEAKER,"Rs:1,500.00or 3 XRs:560.00with",Out of Stock,https://mdcomputers.lk/product/jedel-s-553-usb-colourful-lighting-speaker/
ALCATROZ ASIC 9 RGB FX MOUSE,"Rs:1,500.00or 3 XRs:560.00with",Out of Stock,https://mdcomputers.lk/product/alcatroz-asic-9-rgb-fx-mouse/
AARCTEC NORMAL MOUSE PAD ( SMALL ),"Rs:1,500.00or 3 XRs:560.00with",Out of Stock,https://mdcomputers.lk/product/aarctec-normal-mouse-pad-small/
FANTECH T533 PROFESSIONAL OFFICE MOUSE,"Rs:1,500.00or 3 XRs:560.00with",Out of Stock,https://mdcomputers.lk/product/fantech-t533-professional-office-mouse/
COOLMOON 5 PORT PWM FAN HUB FS PRO BLACK,"Rs:1,500.00or 3 XRs:560.00with",Out of Stock,https://mdcomputers.lk/product/coolmoon-5-port-pwm-fan-hub-fs-pro-black/
MIKUSO CRD-010 6 IN 1 CARD READER,"Rs:1,750.00or 3 XRs:653.33with",Out of Stock,https://mdcomputers.lk/product/mikuso-crd-010-6-in-1-card-reader/
BOYA BY-M1 BRAND NEW MICROPHONE,"Rs:1,800.00or 3 XRs:672.00with",Out of Stock,https://mdcomputers.lk/product/boya-by-m1-brand-new-microphone/
AARCTEC NORMAL MOUSE PAD ( MEDIUM ),"Rs:1,800.00Rs:2,000.00or 3 XRs:672.00with",Out of Stock,https://mdcomputers.lk/product/aarctec-normal-mouse-pad-medium/
DISPLAY PORT TO HDMI CABLE ( 1.5m ),"Rs:1,800.00Rs:2,200.00or 3 XRs:672.00with",Out of Stock,https://mdcomputers.lk/product/display-port-to-hdmi-cable-1-5m/
COOLMOON SK1 ARGB & PWM FAN HUB CONTROLLER WITH REMOTE,"Rs:1,800.00or 3 XRs:672.00with",Out of Stock,https://mdcomputers.lk/product/coolmoon-sk1-argb-pwm-fan-hub-controller-with-remote/
MARVO UH-ATC01 USB HUB,"Rs:1,800.00or 3 XRs:672.00with",Out of Stock,https://mdcomputers.lk/product/marvo-uh-atc01-usb-hub-brand-new-homagama-s/
