Title,Price,Stock,URL
ASUS B460 USED MOTHERBOARD,"Rs:19,400.00Rs:22,000.00or 3 XRs:7,242.67with",In Stock,https://mdcomputers.lk/product/asus-prime-b460m-a-used-motherboardb460/
CORSAIR CX550 80 PLUS BROZE CERTIFIED POWER SUPPLY  ( 05 years warranty ),"Rs:19,500.00Rs:20,500.00or 3 XRs:7,280.00with",In Stock,https://mdcomputers.lk/product/corsair-cx550-80-plus-bronze-550w-atx-power-supply/
GAMDIAS HELIOS M1-750B 750W 80 PLUS BRONZE CERTIFIED POWER SUPPLY ( 03 years warranty ),"Rs:19,500.00Rs:21,000.00or 3 XRs:7,280.00with",In Stock,https://mdcomputers.lk/product/gamdias-helios-m1-750b-750w-80-plus-bronze-certified-power-supply/
PHILIPS 243S7E – 24 INCH FULL HD LED ROTATABLE USED MONITOR ( delivery not available ),"Rs:19,500.00Rs:22,900.00or 3 XRs:7,280.00with",In Stock,https://mdcomputers.lk/product/philips-b-line-242b1-led-monitor-full-hd-1080p/
ZENO M623 15 27 Inch MULTI MONITOR STAND HEIGHT ADJUSTABLE MONITOR RISER TRIPLE DISPLAY MOUNT,"Rs:19,500.00Rs:21,500.00or 3 XRs:7,280.00with",In Stock,https://mdcomputers.lk/product/zeno-m623-15-27-inch-multi-monitor-stand-height-adjustable-monitor-riser-triple-display-mount/
ANTEC AX1000 ARGB LITE BRAND NEW GAMING CASING,"Rs:19,500.00or 3 XRs:7,280.00with",In Stock,https://mdcomputers.lk/product/antec-ax1000-argb-mid-tower-gaming-casing/
NORTH BAYOU F160 FULL MOTION DUAL MONITOR MOUNT,"Rs:19,500.00Rs:20,500.00or 3 XRs:7,280.00with",In Stock,https://mdcomputers.lk/product/nb-north-bayou-f160-dual-screen-desktop-mount-support-load-from-2-to-9kg-and-17-to-27-inchesper-arm/
ASUS A31 TG BLACK GAMING CASING ( without fan ),"Rs:19,500.00or 3 XRs:7,280.00with",In Stock,https://mdcomputers.lk/product/asus-a31-tg-black-gaming-casing-without-fan/
WD PURPLE 1.5TB REPUBLISH HARD DISK ( 01 Years Warranty ),"Rs:19,500.00Rs:23,000.00or 3 XRs:7,280.00with",In Stock,https://mdcomputers.lk/product/wd-purple-1-5tb-republish-hard-disk-01-years-warranty/
PHILIPS 241B7Q – 24 INCH FULL HD LED USED MONITOR WITH WEBCAM ( delivery not available ),"Rs:19,500.00Rs:24,900.00or 3 XRs:7,280.00with",In Stock,https://mdcomputers.lk/product/philips-241b7q-24-inch-full-hd-led-rotatable-used-monitor-with-webcam-delivery-not-available/
MSI PRO H610M-C EX USED DDR5 MOTHERBOARD,"Rs:19,500.00or 3 XRs:7,280.00with",In Stock,https://mdcomputers.lk/product/msi-pro-h610m-c-ex-used-ddr5-motherboard/
I3 2ND GEN RGB NORMAL DESKTOP,"Rs:19,700.00Rs:21,700.00or 3 XRs:7,354.67with",In Stock,https://mdcomputers.lk/product/i3-2nd-gen-rgb-normal-desktop/
15.6″ 30 PIN FHD SLIM LAPTOP SCREEN,"Rs:20,000.00Rs:23,500.00or 3 XRs:7,466.67with",In Stock,https://mdcomputers.lk/product/15-6%e2%80%b3-30-pin-fhd-slim-laptop-screen/
MICROLAB M-300BT 2.1 SUB WOOFER ( 1y ),"Rs:20,000.00Rs:21,500.00or 3 XRs:7,466.67with",In Stock,https://mdcomputers.lk/product/microlab-m-300bt-2-1-sub-woofer1y/
LOGITECH G335 BRAND NEW GAMING HEADSET ( 02 years warranty ),"Rs:20,000.00or 3 XRs:7,466.67with",In Stock,https://mdcomputers.lk/product/logitech-g335-gaming-headset/
GAMDIAS ATHENA M3 ARGB MID-TOWER GAMING CASING,"Rs:20,000.00Rs:22,000.00or 3 XRs:7,466.67with",In Stock,https://mdcomputers.lk/product/gamdias-athena-m3-argb-mid-tower-gaming-wh-casing/
ADATA XPG DEFENDER PRO MID TOWER CASE – BLACK,"Rs:20,000.00or 3 XRs:7,466.67with",In Stock,https://mdcomputers.lk/product/adata-xpg-defender-pro-mid-tower-case-black/
JBL CLIP 5 BT SPEAKER,"Rs:20,500.00or 3 XRs:7,653.33with",In Stock,https://mdcomputers.lk/product/jbl-clip-5-bt-speaker/
NORTH BAYOU LONG ARM HEAVY DUTY DUAL MONITOR ARM H180 STACK MONITOR MOUNT STAND,"Rs:20,500.00Rs:21,500.00or 3 XRs:7,653.33with",In Stock,https://mdcomputers.lk/product/long-arm-heavy-duty-dual-monitor-arm-h180-stack-monitor-mount-stand/
Baseus 30000mAh 30W Star-Lord Digital Display Fast Charging Power Bank,"Rs:20,500.00or 3 XRs:7,653.33with",In Stock,https://mdcomputers.lk/product/baseus-30000mah-30w-star-lord-digital-display-fast-charging-power-bank/
INTEL CORE I7 7TH GEN USED PROCESSOR ( 03 month warranty ),"Rs:21,000.00Rs:32,500.00or 3 XRs:7,840.00with",In Stock,https://mdcomputers.lk/product/i7-7th-gen-processor/
CORSAIR CX650 80 PLUS BRONZE CERTIFIED BRAND NEW POWER SUPPLY  ( 5 years warranty ),"Rs:21,000.00Rs:24,500.00or 3 XRs:7,840.00with",In Stock,https://mdcomputers.lk/product/cx-series-cx650-650-watt-80-plus-bronze-atx-power-supply/
GAMDIAS AURA GL360 RGB 360MM CPU LIQUID COOLER (1 YEAR WARRANTY),"Rs:21,000.00Rs:22,000.00or 3 XRs:7,840.00with",In Stock,https://mdcomputers.lk/product/gamdias-aura-gl360-rgb-360mm-cpu-liquid-cooler-1-year-warranty/
GIGABYTE GTX960 2GB USED GRAPHICS CARD,"Rs:21,000.00Rs:25,000.00or 3 XRs:7,840.00with",In Stock,https://mdcomputers.lk/product/used-zotac-gtx960-2gb-vga/
DCP 1.2KV  (1200VA) LINE INTERACTIVE UPS(2Y),"Rs:21,000.00Rs:25,000.00or 3 XRs:7,840.00with",In Stock,https://mdcomputers.lk/product/1-2kv-dcp-1200va-line-interactive-ups2y/
USED DDR4 16GB LAPTOP RAM,"Rs:21,000.00Rs:25,000.00or 3 XRs:7,840.00with",In Stock,https://mdcomputers.lk/product/used-ddr4-16gb-2666-3200mhz-laptop-ram/
LOGITECH DRIVING FORCE SHIFTER,"Rs:21,000.00or 3 XRs:7,840.00with",In Stock,https://mdcomputers.lk/product/logitech-driving-force-shifter/
INTEL CORE I5 8TH GEN USED PROCESSOR (3 MONTH WARRANTY),"Rs:21,500.00Rs:23,500.00or 3 XRs:8,026.67with",In Stock,https://mdcomputers.lk/product/i5-8th-gen-used-processor/
GAMDIAS TALOS M3 MESH ARGB GAMING CASING,"Rs:21,500.00or 3 XRs:8,026.67with",In Stock,https://mdcomputers.lk/product/gamdias-talos-e3-mesh-argb-gaming-case/
REDRAGON AZURE K652GG RGB GAMING KEYBOARD,"Rs:21,500.00or 3 XRs:8,026.67with",In Stock,https://mdcomputers.lk/product/redragon-azure-k652gg-rgb-gaming-keyboard/
THERMALTAKE SMART BX3 PRO SE 650W 80 PLUS BRAND NEW POWER SUPPLY ( 05 years warranty ),"Rs:21,500.00or 3 XRs:8,026.67with",In Stock,https://mdcomputers.lk/product/thermaltake-smart-bx3-650w-80-plus-bronzesu/
NZXT H3 FLOW WHITE MICRO ATX CASE,"Rs:21,500.00Rs:23,000.00or 3 XRs:8,026.67with",In Stock,https://mdcomputers.lk/product/nzxt-h3-flow-edition-2025-atx-mid-tower-white-casing-01-years-warranty/
ATEC 27 INCH FULL HD LED HDMI USED MONITOR ( without cables  ),"Rs:21,500.00Rs:23,500.00or 3 XRs:8,026.67with",In Stock,https://mdcomputers.lk/product/27-inch-full-hd-led-used-monitor/
NORTH BAYOU A5 SINGLE MONITOR DESK ARM FOR 27 to 50 INCHES DISPLAYS,"Rs:21,500.00or 3 XRs:8,026.67with",In Stock,https://mdcomputers.lk/product/north-bayou-a5-gaming-single-desk-arm-monitor-mount-for-27-to-50-inches-displays/
GAMDIAS BOREAS P2-62D CPU BLACK AIR COOLER,"Rs:21,500.00or 3 XRs:8,026.67with",In Stock,https://mdcomputers.lk/product/gamdias-boreas-p2-62d-cpu-black-air-cooler/
MSI MAG A550BN – 550 WATT 80 PLUS BRONZE CERTIFIED BRAND NEW POWER SUPPLY ( 03 years wrranty ),"Rs:21,500.00Rs:25,000.00or 3 XRs:8,026.67with",In Stock,https://mdcomputers.lk/product/msi-mag-a550bn-550-watt-80-plus-bronze-certified-brand-new-power-supply/
DATO DDR4 8GB 3200MHZ BRAND NEW DESKTOP RAM ( 03 YEARS WARRANTY ),"Rs:21,500.00Rs:24,500.00or 3 XRs:8,026.67with",In Stock,https://mdcomputers.lk/product/dato-ddr4-8gb-3200mhz-brand-new-desktop-ram-03-years-warranty/
GAMDIAS AURA GC107 ELITE ARGB MICRO-TOWER CASE,"Rs:21,500.00or 3 XRs:8,026.67with",In Stock,https://mdcomputers.lk/product/gamdias-aura-gc107-elite-argb-micro-tower-case/
CORE I3 2ND GEN USED DESKTOP PC ( 03 MONTH WARRANTY ),"Rs:21,600.00Rs:23,600.00or 3 XRs:8,064.00with",In Stock,https://mdcomputers.lk/product/core-i3-2nd-gen-desktop/
CORE I3 3RD GEN USED DESKTOP PC ( 03 MONTH WARRANTY ),"Rs:22,000.00Rs:24,000.00or 3 XRs:8,213.33with",In Stock,https://mdcomputers.lk/product/core-i3-3rd-gen-used-desktop/
INTEL CORE I5 9TH ( 9400 ) GEN USED PROCESSOR,"Rs:22,000.00Rs:27,500.00or 3 XRs:8,213.33with",In Stock,https://mdcomputers.lk/product/intel-core-i5-9500-processor/
CORE I5 2ND GEN RGB NORMAL DESKTOP,"Rs:22,000.00Rs:24,000.00or 3 XRs:8,213.33with",In Stock,https://mdcomputers.lk/product/core-i5-2nd-gen-rgb-normal-desktop/
KALOC DS110-2 DESKTOP MOUNT MULTI SCREEN DISPLAY BRACKET ARM,"Rs:22,000.00Rs:24,500.00or 3 XRs:8,213.33with",In Stock,https://mdcomputers.lk/product/kaloc-ds110-2-desktop-mount-multi-screen-display-bracket-arm/
RAIDMAX INFINITA I803 ARGB MID-TOWER GAMING CASING,"Rs:22,000.00or 3 XRs:8,213.33with",In Stock,https://mdcomputers.lk/product/raidmax-infinita-i803-argb-mid-tower-gaming-casing/
RAIDMAX INFINITAS LD360 360mm ARGB LIQUID COOLER WITH DISPLAY,"Rs:22,000.00or 3 XRs:8,213.33with",In Stock,https://mdcomputers.lk/product/raidmax-infinitas-ld360-360mm-argb-liquid-cooler-with-display/
GTX1050 2GB USED GRAPHICS CARD,"Rs:22,000.00or 3 XRs:8,213.33with",In Stock,https://mdcomputers.lk/product/gtx1050-2gb-used-graphics-card/
PROLINK 1.2KVA PRO1201SFC BRAND NEW UPS ( 02 years warranty ),"Rs:22,500.00Rs:23,500.00or 3 XRs:8,400.00with",In Stock,https://mdcomputers.lk/product/prolink-1-2kva-brand-new-ups/
15.6″ LED 40 PIN SLIM LAPTOP SCREEN,"Rs:22,500.00or 3 XRs:8,400.00with",In Stock,https://mdcomputers.lk/product/15-6%e2%80%b3-led-40-pin-slim-laptop-screen/
ANTEC ATOM G650 650W 80+ GOLD SEMI MODULAR ATX 2.0,"Rs:22,500.00Rs:25,500.00or 3 XRs:8,400.00with",In Stock,https://mdcomputers.lk/product/antec-atom-g650-650w-80-gold-semi-modular-atx-2-0/
DAHUA 19 INCH DHI-LM19-A202Y LED BRAND NEW MONITOR ( 03y ),"Rs:22,500.00Rs:25,000.00or 3 XRs:8,400.00with",In Stock,https://mdcomputers.lk/product/dahua-19-inch-dhi-lm19-a202y-led-brand-new-monitor-03y/
MICROLAB 2.1 TMN-8BT BRAND NEW BLUETOOTH SPEAKER ( 01y ),"Rs:22,500.00or 3 XRs:8,400.00with",In Stock,https://mdcomputers.lk/product/microlab-2-1-tmn-8bt-brand-new-bluetooth-speaker-01y/
DELL ULTRASHARP U2419H 24 INCH FULL HD IPS FRAMELESS USED MONITOR ( without cables ),"Rs:22,500.00Rs:23,500.00or 3 XRs:8,400.00with",In Stock,https://mdcomputers.lk/product/dell-ultrasharp-24-inch-full-hd-ips-frameless-used-monitor-without-cables/
SAMSUNG BRANDED CORE I3 2ND GEN USED DESKTOP PC FULLSET,"Rs:22,500.00Rs:27,700.00or 3 XRs:8,400.00with",In Stock,https://mdcomputers.lk/product/samsung-branded-core-i3-2nd-gen-used-desktop-pc-fullset/
MSI MAG A650BN – 650 WATT 80 PLUS BRONZE CERTIFIED POWER SUPPLY ( 03 years warranty ),"Rs:23,000.00or 3 XRs:8,586.67with",In Stock,https://mdcomputers.lk/product/msi-mag-a650bn-650-watt-80-plus-bronze-certified-power-supply-2/
ZENO MH10D DOUBLE MONITOR ARM EXTENDED HEAVY DESK MOUNT 17 TO 35 INCHES,"Rs:23,000.00Rs:25,000.00or 3 XRs:8,586.67with",In Stock,https://mdcomputers.lk/product/zeno-mh10d-double-monitor-arm-extended-heavy-desk-mount-17-to-35-inches/
GOLDEN FIELD AESTHETICS VISION 360 A-RGB BRAND NEW LIQUID COOLER,"Rs:23,000.00Rs:25,000.00or 3 XRs:8,586.67with",In Stock,https://mdcomputers.lk/product/golden-field-aesthetics-vision-360-brand-new-liquid-cooler/
LOGITECH G435 LIGHTSPEED & BLUETOTH WIRELESS GAMING HEADSET ( WHITE ),"Rs:23,400.00or 3 XRs:8,736.00with",In Stock,https://mdcomputers.lk/product/logitech-g435-lightspeed-bluetoth-wireless-gaming-headset-white/
LEXAR NM620 256GB M.2 2280 PCI-E x4 GEN3 BRAND NEW NVME ( 03 YEARS WARRANTY ),"Rs:23,500.00Rs:26,500.00or 3 XRs:8,773.33with",In Stock,https://mdcomputers.lk/product/lexar-nm620-256gb-m-2-2280-pci-e-x4-gen3-nvme/
SILVERSTONE SST-ST70F-ES230 – 700W 80 PLUS 230V EU ATX BRAND NEW PC POWER SUPPLY ( 03 Years warranty ),"Rs:23,500.00or 3 XRs:8,773.33with",In Stock,https://mdcomputers.lk/product/silverstone-sst-st70f-es230-700w-80-plus-230v-eu-atx-pc-power-supply/
JUNGLE LEOPARD ASTROBEAT DGT 240 LIQUID COOLER – WHITE,"Rs:23,500.00or 3 XRs:8,773.33with",In Stock,https://mdcomputers.lk/product/jungle-leopard-astrobeat-dgt-240-liquid-cooler-white/
FANTECH R2 RACING WHEEL,"Rs:23,500.00or 3 XRs:8,773.33with",In Stock,https://mdcomputers.lk/product/fantech-r2-racing-wheel/
BASEUS 20000mAh 100W Blade H1 Power Bank HD Edition ( 01 YEAR WARRANTY ),"Rs:23,500.00or 3 XRs:8,773.33with",In Stock,https://mdcomputers.lk/product/baseus-20000mah-100w-blade-h1-power-bank-hd-edition-01-year-warranty/
NORTH BAYOU A6 GAMING SINGLE DESK ARM,"Rs:23,500.00or 3 XRs:8,773.33with",In Stock,https://mdcomputers.lk/product/north-bayou-a6-gaming-single-desk-arm/
KALOC DS160-2 DUAL MONITOR ARM,"Rs:23,500.00or 3 XRs:8,773.33with",In Stock,https://mdcomputers.lk/product/kaloc-ds160-2-dual-monitor-arm/
CORE I5 2ND GEN USED DESKTOP PC ( 03 MONTH WARRANTY ),"Rs:23,900.00Rs:25,900.00or 3 XRs:8,922.67with",In Stock,https://mdcomputers.lk/product/core-i5-2nd-gen-used-desktop/
NZXT C750 – 750W BRONZE NON-MODULAR POWER SUPPLY ( 03 years warranty ),"Rs:24,000.00Rs:25,000.00or 3 XRs:8,960.00with",In Stock,https://mdcomputers.lk/product/nzxt-c750-750-watt-80-plus-bronze-certified-power-supply-3-years-warranty/
INTEL CORE I5 9TH (9500) GEN USED PROCESSOR,"Rs:24,000.00Rs:28,000.00or 3 XRs:8,960.00with",In Stock,https://mdcomputers.lk/product/intel-core-i5-9th-gen-used-processor/
RAIMAX HURIKKAN H200 ARGB MID-TOWER CASING,"Rs:24,000.00or 3 XRs:8,960.00with",In Stock,https://mdcomputers.lk/product/raimax-hurikkan-h200-argb-mid-tower-casing/
KINGSTON DDR4 8GB BRAND NEW DESKTOP MEMORY ( 03 years warranty ),"Rs:24,000.00or 3 XRs:8,960.00with",In Stock,https://mdcomputers.lk/product/adata-ddr4-8gb-3200mhz-pc4-25600-brand-new-desktop-memory/
BASEUS FREE2FULL 20000mAh 65W POWER BANK WITH RETRACTABLE CABLE,"Rs:24,000.00Rs:24,500.00or 3 XRs:8,960.00with",In Stock,https://mdcomputers.lk/product/baseus-free2full-20000mah-65w-power-bank-with-retractable-cable/
INTEL CORE I3 3RD GEN 4GB RAM 120GB SSD WITH RGB DESKTOP PC,"Rs:24,000.00Rs:25,500.00or 3 XRs:8,960.00with",In Stock,https://mdcomputers.lk/product/intel-core-i3-3rd-gen-rgb-desktop-pc-hoamag/
THERMALTAKE SMART BX3 PRO 750W 80 PLUS BRONZE POWER SUPPLY,"Rs:24,000.00Rs:25,000.00or 3 XRs:8,960.00with",In Stock,https://mdcomputers.lk/product/thermaltake-smart-bx3-pro-750w-80-plus-bron/
INTEL CORE I3 4TH GEN USED DESKTOP PC ( 03 MONTH WARRANTY ),"Rs:24,200.00Rs:26,200.00or 3 XRs:9,034.67with",In Stock,https://mdcomputers.lk/product/intel-core-i3-4th-gen-used-desktop/
MICROLAB M-600BT 2.1 SUB WOOFER ( 01 YEAR WARRANTY ),"Rs:24,500.00Rs:25,500.00or 3 XRs:9,146.67with",In Stock,https://mdcomputers.lk/product/microlab-m-600bt-2-1-sub-woofer1y/
ANTEC ATOM G750 750W 80+ GOLD SEMI MODULAR ATX 2.0 BRAND NEW POWER SUPPLY,"Rs:24,500.00Rs:28,500.00or 3 XRs:9,146.67with",In Stock,https://mdcomputers.lk/product/antec-atom-g750-750w-80-gold-semi-modular-atx-2-0/
ZIMA ZM6150 SUBWOOFER,"Rs:24,500.00Rs:25,000.00or 3 XRs:9,146.67with",In Stock,https://mdcomputers.lk/product/zima-zm6150-soundbar/
NORTH BAYOU G35 DUAL LCD LED DISPLAY MOUNT GAS SPRING ARM FULL MOTION DESKTOP MONITOR HOLDER FOR 22″-32″,"Rs:24,500.00Rs:26,000.00or 3 XRs:9,146.67with",In Stock,https://mdcomputers.lk/product/nb-g35-dual-lcd-led-display-mount-gas-spring-arm-full-motion-desktop-monitor-holder-for-22%e2%80%b3-32%e2%80%b3/
GAMDAS ATLAS M4 ARGB MID-TOWER CASING,"Rs:24,500.00Rs:26,500.00or 3 XRs:9,146.67with",In Stock,https://mdcomputers.lk/product/gamdas-atlas-m4-argb-mid-tower-casing/
MICROLAB T11 2.1 MULTIMEDIA BLUETOOTH GAMING SPEAKER,"Rs:24,500.00or 3 XRs:9,146.67with",In Stock,https://mdcomputers.lk/product/microlab-t11-2-1-multimedia-bluetooth-gaming-speaker/
AMD RYZEN 5 2600 PROCESSOR (16M UP TO 3.9 GHZ) – WITHOUT BOX/COOLER,"Rs:24,500.00Rs:26,000.00or 3 XRs:9,146.67with",In Stock,https://mdcomputers.lk/product/amd-ryzen-5-2600-processor-16m-up-to-3-9-ghz-without-box-cooler/
CORE I5 3RD GEN DESKTOP PC ( 03 MONTH WARRANTY ),"Rs:24,900.00Rs:26,900.00or 3 XRs:9,296.00with",In Stock,https://mdcomputers.lk/product/core-i5-3rd-gen-pc-4gb-ram-500gb-hdd/
GOLDEN FIELED XD 360 LIQUID COOLER,"Rs:25,000.00or 3 XRs:9,333.33with",In Stock,https://mdcomputers.lk/product/golden-fieled-xd-360-liquid-cooler/
COOLMOON GLACIER 360 COMPUTER HOST INTEGRATED ARGB CPU COOLER,"Rs:25,000.00or 3 XRs:9,333.33with",In Stock,https://mdcomputers.lk/product/coolmoon-glacier-360-computer-host-integrated-argb-cpu-cooler/
LIAN-LI V100R GAMING CASING,"Rs:25,000.00Rs:28,500.00or 3 XRs:9,333.33with",In Stock,https://mdcomputers.lk/product/lian-li-v100r-gaming-casing/
MSI MAG FORGE 321R ARGB MID-TOWER BRAND NEW CASE ( 2 Years Warranty ),"Rs:25,000.00or 3 XRs:9,333.33with",In Stock,https://mdcomputers.lk/product/msi-mag-forge-321r-argb-mid-tower-brand-new-case-2-years-warranty/
MICROLAB M-660BT BRAND NEW SUBWOOFER ( 01 year warranty ),"Rs:25,000.00or 3 XRs:9,333.33with",In Stock,https://mdcomputers.lk/product/microlab-m-660bt-brand-new-subwoofer-01-year-warranty/
ASUS RA07 TUF GAMING K3 GEN II KEYBOARD ( 01 year warranty ),"Rs:25,300.00or 3 XRs:9,445.33with",In Stock,https://mdcomputers.lk/product/asus-ra07-tuf-gaming-k3-gen-ii-keyboard-01-year-warranty/
INTEL CORE I5 3RD GEN 4GB RAM 500GB HARD DISK WITH RGB DESKTOP PC,"Rs:25,400.00Rs:26,900.00or 3 XRs:9,482.67with",In Stock,https://mdcomputers.lk/product/intel-core-i5-3rd-gen-4gb-ram-500gb-hard-disk-with-rgb-desktop-pc/
DDR4 16GB USED DESKTOP RAM,"Rs:25,500.00Rs:28,500.00or 3 XRs:9,520.00with",In Stock,https://mdcomputers.lk/product/ddr4-16gb-desktop-ram/
CORSAIR CX750 80 PLUS BRONZE CERTIFIED POWER SUPPLY ( 5 YEARS WARRANTY ),"Rs:25,500.00Rs:28,000.00or 3 XRs:9,520.00with",In Stock,https://mdcomputers.lk/product/corsair-cx750-80-plus-bronze-certified-powe/
Raidmax Infinita I620 ARGB Mid-Tower Gaming Case Black,"Rs:25,500.00or 3 XRs:9,520.00with",In Stock,https://mdcomputers.lk/product/raidmax-infinita-i620-argb-mid-tower-gaming-case-black/
NZXT KRAKEN240 (240mm) RGB CPU Liquid Cooler With LCD DISPLAY WHITE ( 03 YEARS WARRANTY ),"Rs:25,500.00Rs:52,000.00or 3 XRs:9,520.00with",In Stock,https://mdcomputers.lk/product/nzxt-kraken240-240mm-rgb-cpu-liquid-cooler-with-lcd-display-white/
KOORUI 22 INCH  22N1 VA 1080P 100HZ BRAND NEW MONITOR ( 03 years warranty ),"Rs:25,500.00or 3 XRs:9,520.00with",In Stock,https://mdcomputers.lk/product/koorui-22-inch-22n1-va-1080p-100hz-brand-new-monitor-03-years-warranty/
AMD RYZEN™ 3 3200G BRAND NEW TRAY PROCESSORS ( 03 years warranty ),"Rs:26,000.00or 3 XRs:9,706.67with",In Stock,https://mdcomputers.lk/product/amd-ryzen-3-3200g-processors/
NZXT KRAKEN 240 (240mm) CPU Liquid Cooler With LCD Display Black ( 03 YEARS WARRANTY ),"Rs:26,000.00Rs:43,500.00or 3 XRs:9,706.67with",In Stock,https://mdcomputers.lk/product/nzxt-kraken-240-240mm-cpu-liquid-cooler-with-lcd-display-black/
NZXT KRAKEN 280 (280mm) CPU Liquid Cooler With LCD Display Black,"Rs:26,000.00Rs:48,500.00or 3 XRs:9,706.67with",In Stock,https://mdcomputers.lk/product/nzxt-kraken-280-280mm-cpu-liquid-cooler-with-lcd-display-black/
GAMDIAS AURA GL360 DIGITAL ARGB 360MM BRAND NEW CPU LIQUID COOLER ( 03 Years warranty ),"Rs:26,000.00or 3 XRs:9,706.67with",In Stock,https://mdcomputers.lk/product/gamdias-aura-gl360-digital-argb-360mm-cpu-liquid-cooler/
TWINMOS H2ULTRA 512GB 2.5” SSD SATAIII ( 03 YEARS WARRANTY ),"Rs:26,000.00Rs:34,500.00or 3 XRs:9,706.67with",In Stock,https://mdcomputers.lk/product/twinmos-h2ultra-512gb-2-5-ssd-sataiii-03-years-warranty/
ASUS PRIME 650B BLACK 650W BRONZE POWER SUPPLY ( 03 YEARS WARRANTY ),"Rs:26,000.00or 3 XRs:9,706.67with",In Stock,https://mdcomputers.lk/product/asus-prime-650b-black-650w-bronze-power-supply-03-years-warranty/
MSI A520M-A PRO BRAND NEW MOTHER BOARD ( 03 years warranty ),"Rs:26,500.00Rs:27,500.00or 3 XRs:9,893.33with",In Stock,https://mdcomputers.lk/product/msi-a520m-a-pro-brand-new-mother-board/
ASUS PRIME A520M-K (DDR4) MICRO  ATX MOTHERBOARD ( 03 YEARS WARRANTY ),"Rs:26,500.00Rs:28,500.00or 3 XRs:9,893.33with",In Stock,https://mdcomputers.lk/product/asus-prime-a520m-k-motherboard/
ASUS RA05 TUF K3 BRAND NEW GAMING KEYBOARD (1y),"Rs:26,500.00Rs:29,900.00or 3 XRs:9,893.33with",In Stock,https://mdcomputers.lk/product/asus-ra05-tuf-gaming-k3-keyboard1y/
GAMDIAS BOREAS M2-61L CPU AIR COOLER ( 3 Years Warranty ),"Rs:26,500.00Rs:27,500.00or 3 XRs:9,893.33with",In Stock,https://mdcomputers.lk/product/gamdias-boreas-m2-61l-cpu-air-cooler/
PXN V3 PRO Racing Steering Wheel,"Rs:26,500.00Rs:32,500.00or 3 XRs:9,893.33with",In Stock,https://mdcomputers.lk/product/pxn-v3-pro-racing-steering-wheel/
WD PURPLE 2TB REPUBLISH HARD DISK ( 01 YEARS WARRANTY ),"Rs:26,500.00Rs:29,000.00or 3 XRs:9,893.33with",In Stock,https://mdcomputers.lk/product/wd-purple-2tb-republish-hard-disk-01-years-warranty/
SEAGATE SKYHAWK 2TB REPUBLISH DESKTOP HARD DISK ( 01 year warranty ),"Rs:26,500.00Rs:29,500.00or 3 XRs:9,893.33with",In Stock,https://mdcomputers.lk/product/seagate-skyhawk-2tb-brand-new-desktop-hard-disk-01-year-warranty/
B560 10th / 11th GEN SUPPORTED USED MOTHERBOARD ( random brands ),"Rs:26,500.00Rs:27,500.00or 3 XRs:9,893.33with",In Stock,https://mdcomputers.lk/product/b560-used-10th-11th-supported-used-motherb/
JBR-810 WIRELESS KARAOKE PARTY BOX,"Rs:26,900.00Rs:31,000.00or 3 XRs:10,042.67with",In Stock,https://mdcomputers.lk/product/jbr-810-wireless-karaoke-party-box/
GAMDIAS CHIONE E4-240 ARGB 240MM LIGUID COOLER,"Rs:27,000.00or 3 XRs:10,080.00with",In Stock,https://mdcomputers.lk/product/gamdias-chione-e4-240-argb-240mm-liquid-cooler/
AMD RYZEN 5 3400G TRAY PROCESSOR  – WITH OUT BOX & COOLER,"Rs:27,000.00Rs:30,000.00or 3 XRs:10,080.00with",In Stock,https://mdcomputers.lk/product/amd-ryzen-5-3400g-tray-processor-03-years/
CANON SCAN LIDE 300 SCANNER,"Rs:27,000.00or 3 XRs:10,080.00with",In Stock,https://mdcomputers.lk/product/canon-scan-lide-300-scanner/
ASUS VP227HF 22 INCH LED EYE CARE 100Hz GAMING MONITOR ( 03 years warranty ),"Rs:27,000.00Rs:36,700.00or 3 XRs:10,080.00with",In Stock,https://mdcomputers.lk/product/asus-vp227hf-22-inch-led-eye-care-100hz-gaming-monitor-03-years-warranty/
CORE I7 2ND GEN RGB NORMAL DESKTOP,"Rs:27,300.00Rs:29,300.00or 3 XRs:10,192.00with",In Stock,https://mdcomputers.lk/product/core-i7-2nd-gen-rgb-normal-desktop-3/
WESTERN DIGITAL BLUE 1TB HARD DISK BRAND NEW ( 03 Years Warranty ),"Rs:27,500.00Rs:278,500.00or 3 XRs:10,266.67with",In Stock,https://mdcomputers.lk/product/western-digital-blue-7200rpm-1tb-hard-disk/
ANTEC P20C ARGB CASING,"Rs:27,500.00or 3 XRs:10,266.67with",In Stock,https://mdcomputers.lk/product/antec-p20c-black-casing/
SEAGATE BARRACUDA 1TB 7200RPM BRAND NEW DESKTOP HDD ( 3 years warranty ),"Rs:27,500.00Rs:28,500.00or 3 XRs:10,266.67with",In Stock,https://mdcomputers.lk/product/seagate-barracuda-1tb-desktop-internal-hard-drive-2-years-warranty/
LENOVO THINKVISION 27 INCH IPS FHD HDMI USED MONITOR ( DELIVERY NOT AVAILABLE ),"Rs:27,500.00Rs:29,500.00or 3 XRs:10,266.67with",In Stock,https://mdcomputers.lk/product/lenovo-thinkvision-27-inch-led-fhd-used-monitor-delivery-not-available/
